title,pro_url,sku_id,product_image,shade_group
Matte Lip Kit,7843567206642,KC102,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/muukzn8kuxox4ue8rmvh.jpg?v=1676332076,
Matte Lip Kit,7843567206642,KC253,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/muukzn8kuxox4ue8rmvh.jpg?v=1676332076,
Matte Lip Kit,7843567206642,KC250,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/muukzn8kuxox4ue8rmvh.jpg?v=1676332076,
Stassie Matte Lip Kit,7843568386290,KC490,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/c6wdgykhjdhfknrx2yv7.jpg?v=1676419126,
Matte Lip Kit,7843567206642,KC251,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/muukzn8kuxox4ue8rmvh.jpg?v=1676332076,
Matte Lip Kit,7843567206642,KC252,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/muukzn8kuxox4ue8rmvh.jpg?v=1676332076,
Matte Lip Kit,7843567206642,KC104,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/muukzn8kuxox4ue8rmvh.jpg?v=1676332076,
Matte Lip Kit,7843567206642,KC116,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/muukzn8kuxox4ue8rmvh.jpg?v=1676332076,
Matte Lip Kit,7843567206642,KC463,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/muukzn8kuxox4ue8rmvh.jpg?v=1676332076,
Matte Lip Kit,7843567206642,KC133,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/muukzn8kuxox4ue8rmvh.jpg?v=1676332076,
Matte Lip Kit,7843567206642,KC122,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/muukzn8kuxox4ue8rmvh.jpg?v=1676332076,
Velvet Lip Kit,7843562062066,KC140,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/KJC_VLK_22_LipMacros_Bare_02.jpg?v=1676418450,
Velvet Lip Kit,7843562062066,KC145,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/KJC_VLK_22_LipMacros_Bare_02.jpg?v=1676418450,
Kylie's Favorites Lip Kit Trio,7854525350130,KC826,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/KJC_Bundle_KylieFavoriteLipKits_30c4548c-9563-4d75-b4d3-93f434514d57.jpg?v=1672602703,
Matte Lip Kit,7843567206642,KC114,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/muukzn8kuxox4ue8rmvh.jpg?v=1676332076,
Velvet Lip Kit,7843562062066,KC143,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/KJC_VLK_22_LipMacros_Bare_02.jpg?v=1676418450,
Matte Lip Kit,7843567206642,KC110,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/muukzn8kuxox4ue8rmvh.jpg?v=1676332076,
Velvet Lip Kit,7843562062066,KC142,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/KJC_VLK_22_LipMacros_Bare_02.jpg?v=1676418450,
Matte Lip Kit,7843567206642,KC117,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/muukzn8kuxox4ue8rmvh.jpg?v=1676332076,
Matte Lip Kit,7843567206642,KC109,https://cdn.shopify.com/s/files/1/0662/4598/4498/products/muukzn8kuxox4ue8rmvh.jpg?v=1676332076,
